id,cluster,image_path,image_href
366,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0042.png,../../../data/glomeruli/crops/RECHERCHE-010_0042.png
367,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0043.png,../../../data/glomeruli/crops/RECHERCHE-010_0043.png
369,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0045.png,../../../data/glomeruli/crops/RECHERCHE-010_0045.png
370,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0046.png,../../../data/glomeruli/crops/RECHERCHE-010_0046.png
372,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0048.png,../../../data/glomeruli/crops/RECHERCHE-010_0048.png
374,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0050.png,../../../data/glomeruli/crops/RECHERCHE-010_0050.png
375,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0051.png,../../../data/glomeruli/crops/RECHERCHE-010_0051.png
377,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0053.png,../../../data/glomeruli/crops/RECHERCHE-010_0053.png
379,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0055.png,../../../data/glomeruli/crops/RECHERCHE-010_0055.png
390,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0066.png,../../../data/glomeruli/crops/RECHERCHE-010_0066.png
396,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0072.png,../../../data/glomeruli/crops/RECHERCHE-010_0072.png
397,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0073.png,../../../data/glomeruli/crops/RECHERCHE-010_0073.png
398,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0074.png,../../../data/glomeruli/crops/RECHERCHE-010_0074.png
400,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0076.png,../../../data/glomeruli/crops/RECHERCHE-010_0076.png
402,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0078.png,../../../data/glomeruli/crops/RECHERCHE-010_0078.png
404,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0080.png,../../../data/glomeruli/crops/RECHERCHE-010_0080.png
405,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0081.png,../../../data/glomeruli/crops/RECHERCHE-010_0081.png
407,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0083.png,../../../data/glomeruli/crops/RECHERCHE-010_0083.png
408,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0084.png,../../../data/glomeruli/crops/RECHERCHE-010_0084.png
414,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0090.png,../../../data/glomeruli/crops/RECHERCHE-010_0090.png
415,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0091.png,../../../data/glomeruli/crops/RECHERCHE-010_0091.png
